DATALOGGER N. 11028
              
              
	DATE    	TIME  	T1	T2	T3	T4	DI1	DI2	DI3	DI4	DO1	DO2	POn	T.c          
 10530 	20/11/2005	07:30	 1 	 2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10531 	20/11/2005	08:00	 1 	 2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10532 	20/11/2005	08:30	 1,5 	 2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10533 	20/11/2005	09:00	 1,5 	 2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10534 	20/11/2005	09:30	 2 	 2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10535 	20/11/2005	10:00	 2 	 2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10536 	20/11/2005	10:30	 1 	 2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10537 	20/11/2005	11:00	 1,5 	 2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10538 	20/11/2005	11:30	 2 	 2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10539 	20/11/2005	12:00	 0 	 2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10540 	20/11/2005	12:30	 1,5 	 2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10541 	20/11/2005	13:00	 1,5 	 2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10542 	20/11/2005	13:30	 1,5 	 2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10543 	20/11/2005	14:00	 2 	 2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10544 	20/11/2005	14:30	-1 	 2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10545 	20/11/2005	15:00	 1 	 2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10546 	20/11/2005	15:30	 1,5 	 2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10547 	20/11/2005	16:00	 1,5 	 3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10548 	20/11/2005	16:30	 2 	 3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10549 	20/11/2005	17:00	 1,5 	 3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10550 	20/11/2005	17:30	 1 	 3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10551 	20/11/2005	18:00	 1,5 	 3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10552 	20/11/2005	18:30	 1,5 	 3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10553 	20/11/2005	19:00	 2 	 3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10554 	20/11/2005	19:30	 2 	 3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10555 	20/11/2005	20:00	 1 	 3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10556 	20/11/2005	20:30	 1,5 	 3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10557 	20/11/2005	21:00	 1,5 	 3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10558 	20/11/2005	21:30	 1,5 	 3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10559 	20/11/2005	22:00	 2 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10560 	20/11/2005	22:30	 0 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10561 	20/11/2005	23:00	 1 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10562 	20/11/2005	23:30	 1,5 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10563 	21/11/2005	00:00	 1,5 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10564 	21/11/2005	00:30	 2 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10565 	21/11/2005	01:00	 2 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10566 	21/11/2005	01:30	 1 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10567 	21/11/2005	02:00	 1,5 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10568 	21/11/2005	02:30	 1,5 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10569 	21/11/2005	03:00	 1,5 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10570 	21/11/2005	03:30	 2 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10571 	21/11/2005	04:00	 0 	 4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10572 	21/11/2005	04:30	 1 	 4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10573 	21/11/2005	05:00	 1,5 	 4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10574 	21/11/2005	05:30	 1,5 	 4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10575 	21/11/2005	06:00	 2 	 4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10576 	21/11/2005	06:30	 2 	 4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10577 	21/11/2005	07:00	 1 	 4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10578 	21/11/2005	07:30	 1,5 	 4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10579 	21/11/2005	08:00	 1,5 	 4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10580 	21/11/2005	08:30	 2 	 4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10581 	21/11/2005	09:00	-0,5 	 4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10582 	21/11/2005	09:30	 1,5 	 4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10583 	21/11/2005	10:00	 2,5 	 4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10584 	21/11/2005	10:30	 1 	 4,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10585 	21/11/2005	11:00	 2 	 4,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10586 	21/11/2005	11:30	-0,5 	 3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10587 	21/11/2005	12:00	 1,5 	 2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10588 	21/11/2005	12:30	 2 	 5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10589 	21/11/2005	13:00	-0,5 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10590 	21/11/2005	13:30	 1,5 	 2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10591 	21/11/2005	14:00	 2 	 1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10592 	21/11/2005	14:30	-0,5 	 6 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10593 	21/11/2005	15:00	 1,5 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10594 	21/11/2005	15:30	 2,5 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10595 	21/11/2005	16:00	 1 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10596 	21/11/2005	16:30	 2,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10597 	21/11/2005	17:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10598 	21/11/2005	17:30	 0 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10599 	21/11/2005	18:00	 2 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10600 	21/11/2005	18:30	 2 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10601 	21/11/2005	19:00	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10602 	21/11/2005	19:30	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10603 	21/11/2005	20:00	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10604 	21/11/2005	20:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10605 	21/11/2005	21:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10606 	21/11/2005	21:30	 0 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10607 	21/11/2005	22:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10608 	21/11/2005	22:30	 1,5 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10609 	21/11/2005	23:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10610 	21/11/2005	23:30	 0,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10611 	22/11/2005	00:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10612 	22/11/2005	00:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10613 	22/11/2005	01:00	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10614 	22/11/2005	01:30	-0,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10615 	22/11/2005	02:00	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10616 	22/11/2005	02:30	 1,5 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10617 	22/11/2005	03:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10618 	22/11/2005	03:30	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10619 	22/11/2005	04:00	 0 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10620 	22/11/2005	04:30	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10621 	22/11/2005	05:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10622 	22/11/2005	05:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10623 	22/11/2005	06:00	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10624 	22/11/2005	06:30	 0 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10625 	22/11/2005	07:00	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10626 	22/11/2005	07:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10627 	22/11/2005	08:00	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10628 	22/11/2005	08:30	-0,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10629 	22/11/2005	09:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10630 	22/11/2005	09:30	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10631 	22/11/2005	10:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10632 	22/11/2005	10:30	 1,5 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10633 	22/11/2005	11:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10634 	22/11/2005	11:30	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10635 	22/11/2005	12:00	 1 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 	 POn 	 
 10636 	22/11/2005	12:30	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10637 	22/11/2005	13:00	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10638 	22/11/2005	13:30	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10639 	22/11/2005	14:00	 2 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10640 	22/11/2005	14:30	 1 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10641 	22/11/2005	15:00	 1 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10642 	22/11/2005	15:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10643 	22/11/2005	16:00	 1,5 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10644 	22/11/2005	16:30	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10645 	22/11/2005	17:00	 1 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10646 	22/11/2005	17:30	 1,5 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10647 	22/11/2005	18:00	 3 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10648 	22/11/2005	18:30	 1 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10649 	22/11/2005	19:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10650 	22/11/2005	19:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10651 	22/11/2005	20:00	 0,5 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10652 	22/11/2005	20:30	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10653 	22/11/2005	21:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10654 	22/11/2005	21:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10655 	22/11/2005	22:00	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10656 	22/11/2005	22:30	-0,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10657 	22/11/2005	23:00	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10658 	22/11/2005	23:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10659 	23/11/2005	00:00	 1,5 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10660 	23/11/2005	00:30	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10661 	23/11/2005	01:00	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10662 	23/11/2005	01:30	 0 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10663 	23/11/2005	02:00	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10664 	23/11/2005	02:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10665 	23/11/2005	03:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10666 	23/11/2005	03:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10667 	23/11/2005	04:00	 2 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10668 	23/11/2005	04:30	 0 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10669 	23/11/2005	05:00	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10670 	23/11/2005	05:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10671 	23/11/2005	06:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10672 	23/11/2005	06:30	 1,5 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10673 	23/11/2005	07:00	 2 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10674 	23/11/2005	07:30	 2 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10675 	23/11/2005	08:00	 0,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10676 	23/11/2005	08:30	 1 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10677 	23/11/2005	09:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10678 	23/11/2005	09:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10679 	23/11/2005	10:00	 1,5 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10680 	23/11/2005	10:30	 2 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10681 	23/11/2005	11:00	-0,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10682 	23/11/2005	11:30	 1 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10683 	23/11/2005	12:00	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10684 	23/11/2005	12:30	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10685 	23/11/2005	13:00	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10686 	23/11/2005	13:30	 2 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10687 	23/11/2005	14:00	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10688 	23/11/2005	14:30	 1 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10689 	23/11/2005	15:00	 1 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10690 	23/11/2005	15:30	 1,5 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10691 	23/11/2005	16:00	 2 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10692 	23/11/2005	16:30	 0 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10693 	23/11/2005	17:00	 0,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10694 	23/11/2005	17:30	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10695 	23/11/2005	18:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10696 	23/11/2005	18:30	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10697 	23/11/2005	19:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10698 	23/11/2005	19:30	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10699 	23/11/2005	20:00	 1,5 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10700 	23/11/2005	20:30	 1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10701 	23/11/2005	21:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10702 	23/11/2005	21:30	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10703 	23/11/2005	22:00	-1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10704 	23/11/2005	22:30	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10705 	23/11/2005	23:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10706 	23/11/2005	23:30	 1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10707 	24/11/2005	00:00	 1,5 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10708 	24/11/2005	00:30	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10709 	24/11/2005	01:00	 0 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10710 	24/11/2005	01:30	 1 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10711 	24/11/2005	02:00	 1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10712 	24/11/2005	02:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10713 	24/11/2005	03:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10714 	24/11/2005	03:30	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10715 	24/11/2005	04:00	 0 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10716 	24/11/2005	04:30	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10717 	24/11/2005	05:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10718 	24/11/2005	05:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10719 	24/11/2005	06:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10720 	24/11/2005	06:30	 2 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10721 	24/11/2005	07:00	 0 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10722 	24/11/2005	07:30	 1 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10723 	24/11/2005	08:00	 1,5 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10724 	24/11/2005	08:30	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10725 	24/11/2005	09:00	 2 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10726 	24/11/2005	09:30	 2 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10727 	24/11/2005	10:00	 1 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10728 	24/11/2005	10:30	 1 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10729 	24/11/2005	11:00	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10730 	24/11/2005	11:30	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 	 POn 	 
 10731 	24/11/2005	12:00	 2 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10732 	24/11/2005	12:30	 0,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10733 	24/11/2005	13:00	 1 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10734 	24/11/2005	13:30	 1 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10735 	24/11/2005	14:00	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10736 	24/11/2005	14:30	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10737 	24/11/2005	15:00	 2 	 1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10738 	24/11/2005	15:30	-0,5 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10739 	24/11/2005	16:00	 1 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10740 	24/11/2005	16:30	 1,5 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10741 	24/11/2005	17:00	 8 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10742 	24/11/2005	17:30	 0 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10743 	24/11/2005	18:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10744 	24/11/2005	18:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10745 	24/11/2005	19:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10746 	24/11/2005	19:30	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10747 	24/11/2005	20:00	-0,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10748 	24/11/2005	20:30	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10749 	24/11/2005	21:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10750 	24/11/2005	21:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10751 	24/11/2005	22:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10752 	24/11/2005	22:30	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10753 	24/11/2005	23:00	 0 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10754 	24/11/2005	23:30	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10755 	25/11/2005	00:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10756 	25/11/2005	00:30	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10757 	25/11/2005	01:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10758 	25/11/2005	01:30	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10759 	25/11/2005	02:00	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10760 	25/11/2005	02:30	 0,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10761 	25/11/2005	03:00	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
