DATALOGGER N. 11028
              
              
	DATE    	TIME  	T1	T2	T3	T4	DI1	DI2	DI3	DI4	DO1	DO2	POn	T.c          
 38328 	08/07/2007	20:00	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38329 	08/07/2007	20:30	 1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38330 	08/07/2007	21:00	 2 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38331 	08/07/2007	21:30	 0 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38332 	08/07/2007	22:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38333 	08/07/2007	22:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38334 	08/07/2007	23:00	 1 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38335 	08/07/2007	23:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38336 	09/07/2007	00:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38337 	09/07/2007	00:30	 1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38338 	09/07/2007	01:00	 1 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38339 	09/07/2007	01:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38340 	09/07/2007	02:00	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38341 	09/07/2007	02:30	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38342 	09/07/2007	03:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38343 	09/07/2007	03:30	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38344 	09/07/2007	04:00	 0 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38345 	09/07/2007	04:30	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38346 	09/07/2007	05:00	 1,5 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38347 	09/07/2007	05:30	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38348 	09/07/2007	06:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38349 	09/07/2007	06:30	 2 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38350 	09/07/2007	07:00	 0 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38351 	09/07/2007	07:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38352 	09/07/2007	08:00	 2,5 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38353 	09/07/2007	08:30	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38354 	09/07/2007	09:00	 1,5 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38355 	09/07/2007	09:30	 1 	 3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38356 	09/07/2007	10:00	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38357 	09/07/2007	10:30	 3,5 	 6,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38358 	09/07/2007	11:00	 2 	 4,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38359 	09/07/2007	11:30	 1 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38360 	09/07/2007	12:00	 1 	 2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38361 	09/07/2007	12:30	 2 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38362 	09/07/2007	13:00	 1 	 5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38363 	09/07/2007	13:30	 1 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38364 	09/07/2007	14:00	 1,5 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38365 	09/07/2007	14:30	 1 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38366 	09/07/2007	15:00	 1,5 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38367 	09/07/2007	15:30	 2 	 2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38368 	09/07/2007	16:00	 5,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38369 	09/07/2007	16:30	 0,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38370 	09/07/2007	17:00	 1,5 	 3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38371 	09/07/2007	17:30	 1,5 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38372 	09/07/2007	18:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38373 	09/07/2007	18:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38374 	09/07/2007	19:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38375 	09/07/2007	19:30	 2,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38376 	09/07/2007	20:00	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38377 	09/07/2007	20:30	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38378 	09/07/2007	21:00	 0,5 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38379 	09/07/2007	21:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38380 	09/07/2007	22:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38381 	09/07/2007	22:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38382 	09/07/2007	23:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38383 	09/07/2007	23:30	 0 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38384 	10/07/2007	00:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38385 	10/07/2007	00:30	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38386 	10/07/2007	01:00	 1 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38387 	10/07/2007	01:30	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38388 	10/07/2007	02:00	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38389 	10/07/2007	02:30	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38390 	10/07/2007	03:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38391 	10/07/2007	03:30	 0 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38392 	10/07/2007	04:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38393 	10/07/2007	04:30	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38394 	10/07/2007	05:00	 1 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38395 	10/07/2007	05:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38396 	10/07/2007	06:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38397 	10/07/2007	06:30	 4,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38398 	10/07/2007	07:00	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38399 	10/07/2007	07:30	 4,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38400 	10/07/2007	08:00	 7 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38401 	10/07/2007	08:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38402 	10/07/2007	09:00	 1 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38403 	10/07/2007	09:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38404 	10/07/2007	10:00	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38405 	10/07/2007	10:30	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38406 	10/07/2007	11:00	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38407 	10/07/2007	11:30	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38408 	10/07/2007	12:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38409 	10/07/2007	12:30	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38410 	10/07/2007	13:00	 1,5 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38411 	10/07/2007	13:30	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38412 	10/07/2007	14:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38413 	10/07/2007	14:30	 2 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38414 	10/07/2007	15:00	 1,5 	 3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38415 	10/07/2007	15:30	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38416 	10/07/2007	16:00	 2,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38417 	10/07/2007	16:30	 12,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		     
 38418 	10/07/2007	17:00	 13,5 	 5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		     
 38419 	10/07/2007	17:30	 4 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38420 	10/07/2007	18:00	 0,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38421 	10/07/2007	18:30	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38422 	10/07/2007	19:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38423 	10/07/2007	19:30	 0 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38424 	10/07/2007	20:00	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38425 	10/07/2007	20:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38426 	10/07/2007	21:00	 0,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38427 	10/07/2007	21:30	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38428 	10/07/2007	22:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38429 	10/07/2007	22:30	-0,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38430 	10/07/2007	23:00	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38431 	10/07/2007	23:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38432 	11/07/2007	00:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38433 	11/07/2007	00:30	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38434 	11/07/2007	01:00	 0 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38435 	11/07/2007	01:30	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38436 	11/07/2007	02:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38437 	11/07/2007	02:30	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38438 	11/07/2007	03:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38439 	11/07/2007	03:30	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38440 	11/07/2007	04:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38441 	11/07/2007	04:30	 0 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38442 	11/07/2007	05:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38443 	11/07/2007	05:30	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38444 	11/07/2007	06:00	 1,5 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38445 	11/07/2007	06:30	 2,5 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38446 	11/07/2007	07:00	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38447 	11/07/2007	07:30	 0 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38448 	11/07/2007	08:00	 2 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38449 	11/07/2007	08:30	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38450 	11/07/2007	09:00	 2,5 	 2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38451 	11/07/2007	09:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38452 	11/07/2007	10:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38453 	11/07/2007	10:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38454 	11/07/2007	11:00	-0,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38455 	11/07/2007	11:30	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38456 	11/07/2007	12:00	 2,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38457 	11/07/2007	12:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38458 	11/07/2007	13:00	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38459 	11/07/2007	13:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38460 	11/07/2007	14:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38461 	11/07/2007	14:30	 1,5 	 5,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38462 	11/07/2007	15:00	 1 	 2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38463 	11/07/2007	15:30	 2,5 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38464 	11/07/2007	16:00	 1,5 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38465 	11/07/2007	16:30	 0,5 	 4,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38466 	11/07/2007	17:00	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38467 	11/07/2007	17:30	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38468 	11/07/2007	18:00	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38469 	11/07/2007	18:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38470 	11/07/2007	19:00	 0 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38471 	11/07/2007	19:30	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38472 	11/07/2007	20:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38473 	11/07/2007	20:30	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38474 	11/07/2007	21:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38475 	11/07/2007	21:30	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38476 	11/07/2007	22:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38477 	11/07/2007	22:30	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38478 	11/07/2007	23:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38479 	11/07/2007	23:30	 0 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38480 	12/07/2007	00:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38481 	12/07/2007	00:30	 0 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38482 	12/07/2007	01:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38483 	12/07/2007	01:30	-0,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38484 	12/07/2007	02:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38485 	12/07/2007	02:30	 0 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38486 	12/07/2007	03:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38487 	12/07/2007	03:30	 0,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38488 	12/07/2007	04:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38489 	12/07/2007	04:30	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38490 	12/07/2007	05:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38491 	12/07/2007	05:30	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38492 	12/07/2007	06:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38493 	12/07/2007	06:30	 2,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38494 	12/07/2007	07:00	-0,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38495 	12/07/2007	07:30	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38496 	12/07/2007	08:00	 2 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38497 	12/07/2007	08:30	 0,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38498 	12/07/2007	09:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38499 	12/07/2007	09:30	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38500 	12/07/2007	10:00	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38501 	12/07/2007	10:30	 0 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38502 	12/07/2007	11:00	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38503 	12/07/2007	11:30	 0 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38504 	12/07/2007	12:00	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38505 	12/07/2007	12:30	 0,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38506 	12/07/2007	13:00	 1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38507 	12/07/2007	13:30	 0 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 	 POn 	 
 38508 	12/07/2007	14:00	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 	 POn 	   
 38509 	12/07/2007	14:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38510 	12/07/2007	15:00	 2 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38511 	12/07/2007	15:30	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38512 	12/07/2007	16:00	 2,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38513 	12/07/2007	16:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38514 	12/07/2007	17:00	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38515 	12/07/2007	17:30	 2 	 2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38516 	12/07/2007	18:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38517 	12/07/2007	18:30	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38518 	12/07/2007	19:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38519 	12/07/2007	19:30	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38520 	12/07/2007	20:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38521 	12/07/2007	20:30	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38522 	12/07/2007	21:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38523 	12/07/2007	21:30	 2 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38524 	12/07/2007	22:00	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38525 	12/07/2007	22:30	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38526 	12/07/2007	23:00	 0 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38527 	12/07/2007	23:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38528 	13/07/2007	00:00	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38529 	13/07/2007	00:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38530 	13/07/2007	01:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38531 	13/07/2007	01:30	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38532 	13/07/2007	02:00	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38533 	13/07/2007	02:30	 0,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38534 	13/07/2007	03:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38535 	13/07/2007	03:30	 1 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38536 	13/07/2007	04:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38537 	13/07/2007	04:30	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38538 	13/07/2007	05:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38539 	13/07/2007	05:30	 2 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38540 	13/07/2007	06:00	 0 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38541 	13/07/2007	06:30	 1,5 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38542 	13/07/2007	07:00	 1 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38543 	13/07/2007	07:30	 1,5 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 38544 	13/07/2007	08:00	 2 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38545 	13/07/2007	08:30	 1,5 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38546 	13/07/2007	09:00	 2,5 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38547 	13/07/2007	09:30	 1,5 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38548 	13/07/2007	10:00	 2 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38549 	13/07/2007	10:30	 1,5 	 9 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38550 	13/07/2007	11:00	 2 	 13,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		     
 38551 	13/07/2007	11:30	 1,5 	 18,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		   
 38552 	13/07/2007	12:00	 2 	 19,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		     
 38553 	13/07/2007	12:30	 0,5 	 21,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		   
 38554 	13/07/2007	13:00	 1,5 	 22 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		     
 38555 	13/07/2007	13:30	 1 	 18 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		       
 38556 	13/07/2007	14:00	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38557 	13/07/2007	14:30	 0,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 38558 	13/07/2007	15:00	 7 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 38559 	13/07/2007	15:30	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
